,target_value,predicted_value,predicted_value_scaled
5128,4.0,4.61350574713,4.5
5134,5.0,4.07113303628,4.0
5134,5.0,4.07113303628,4.0
5136,4.5,4.11492443325,4.0
5141,3.5,3.72427502339,3.5
5145,4.5,4.31882440476,4.5
5162,4.5,4.61350574713,4.5
5165,5.0,4.02077656676,4.0
5168,4.5,4.07113303628,4.0
5174,3.0,1.14893617021,1.0
5174,3.0,1.14893617021,1.0
5175,2.0,3.67391304348,3.5
5196,5.0,4.23107569721,4.0
5202,5.0,4.25389518414,4.5
5203,4.5,4.61350574713,4.5
5210,4.5,4.07113303628,4.0
5210,4.5,4.07113303628,4.0
5215,4.5,3.86979166667,4.0
5235,3.5,3.67391304348,3.5
5237,5.0,3.72427502339,3.5
5237,5.0,3.72427502339,3.5
5239,4.0,4.07113303628,4.0
5243,5.0,4.02077656676,4.0
5248,3.5,4.85080645161,5.0
5253,4.5,3.72427502339,3.5
5256,4.5,4.07113303628,4.0
5258,4.5,4.19736842105,4.0
5280,3.0,4.23107569721,4.0
5280,3.0,4.23107569721,4.0
5291,5.0,3.53464673913,3.5
5295,4.5,4.85080645161,5.0
5296,5.0,4.50833333333,4.5
5299,4.5,4.25389518414,4.5
5301,5.0,4.11492443325,4.0
5312,4.5,4.19736842105,4.0
5314,4.5,4.02077656676,4.0
5320,5.0,4.3115942029,4.5
5322,4.0,3.31609195402,3.5
5324,4.5,3.98581757508,4.0
5326,5.0,3.98581757508,4.0
5344,4.0,4.25389518414,4.5
5347,4.0,3.72427502339,3.5
5364,5.0,4.48761609907,4.5
5372,5.0,4.07113303628,4.0
5383,3.5,4.07113303628,4.0
5384,4.0,3.72427502339,3.5
5396,4.5,4.25389518414,4.5
5398,5.0,4.23107569721,4.0
5402,4.0,4.19736842105,4.0
5420,4.5,4.25389518414,4.5
5424,4.0,4.42830882353,4.5
5431,4.5,4.07113303628,4.0
5436,4.5,3.72427502339,3.5
5445,4.5,4.42830882353,4.5
5455,4.5,4.61350574713,4.5
5456,4.5,4.71428571429,4.5
5459,4.5,4.3115942029,4.5
5461,5.0,4.25389518414,4.5
5461,5.0,4.25389518414,4.5
5477,3.5,4.25389518414,4.5
5480,3.5,3.72427502339,3.5
5480,3.5,3.72427502339,3.5
5484,4.5,4.25389518414,4.5
5492,4.5,4.3115942029,4.5
5495,4.0,4.71428571429,4.5
5497,3.0,3.25148179509,3.5
5501,5.0,4.07113303628,4.0
5516,4.5,3.53464673913,3.5
5517,4.0,4.23107569721,4.0
5519,3.5,3.98581757508,4.0
5531,4.5,3.1449704142,3.0
5535,4.5,4.11492443325,4.0
5535,4.5,4.11492443325,4.0
5561,4.0,4.25389518414,4.5
5571,3.5,3.72427502339,3.5
5572,4.0,3.72427502339,3.5
5577,4.5,3.72427502339,3.5
5583,4.0,4.42830882353,4.5
5589,4.5,4.11492443325,4.0
5607,4.0,4.11492443325,4.0
5608,4.0,4.49681528662,4.5
5619,4.5,3.53464673913,3.5
5624,4.0,3.67391304348,3.5
5627,2.0,4.02077656676,4.0
5631,4.0,4.02077656676,4.0
5632,4.5,2.16666666667,2.0
5644,4.0,4.50833333333,4.5
5652,4.0,4.31882440476,4.5
5665,4.5,4.61350574713,4.5
5692,4.5,4.48761609907,4.5
5694,4.5,4.60416666667,4.5
5703,3.5,4.42830882353,4.5
5710,5.0,4.11492443325,4.0
5718,4.0,4.25389518414,4.5
5722,3.5,4.3115942029,4.5
5724,3.5,4.61350574713,4.5
5736,4.0,4.25389518414,4.5
5737,4.5,4.07113303628,4.0
5744,4.0,4.31882440476,4.5
5746,4.0,4.11492443325,4.0
5752,4.5,4.3115942029,4.5
5757,4.0,4.36813186813,4.5
5759,4.0,2.36111111111,2.5
5762,4.0,3.69511149228,3.5
5762,4.0,3.69511149228,3.5
5763,4.0,4.31882440476,4.5
5764,3.5,4.07113303628,4.0
5766,3.5,4.11492443325,4.0
5767,4.0,4.07113303628,4.0
5771,4.0,3.72427502339,3.5
5773,4.0,4.07113303628,4.0
5790,3.5,4.31882440476,4.5
5797,4.0,4.07113303628,4.0
5798,4.0,4.11492443325,4.0
5800,4.5,4.11492443325,4.0
5811,4.0,4.11492443325,4.0
5813,4.0,4.48761609907,4.5
5818,4.0,4.07113303628,4.0
5821,4.0,4.11492443325,4.0
5826,4.0,4.11492443325,4.0
5828,4.0,4.02077656676,4.0
5832,4.5,4.11492443325,4.0
5833,3.0,4.11492443325,4.0
5840,4.0,4.3115942029,4.5
5841,4.0,4.3115942029,4.5
5841,4.0,4.3115942029,4.5
5845,3.5,4.25389518414,4.5
5860,4.5,4.50833333333,4.5
5864,4.5,3.72427502339,3.5
5870,3.0,4.48761609907,4.5
5874,3.5,4.07113303628,4.0
5888,4.5,3.44642857143,3.5
5897,4.5,4.07113303628,4.0
5897,4.5,4.07113303628,4.0
5901,3.0,4.42830882353,4.5
5911,4.0,4.3115942029,4.5
5913,2.0,3.98581757508,4.0
5924,4.0,1.0,1.0
5927,3.5,3.98581757508,4.0
5927,3.5,3.98581757508,4.0
5930,4.0,3.72427502339,3.5
5931,3.5,2.19110576923,2.0
5932,4.5,4.07113303628,4.0
5935,4.5,3.72427502339,3.5
5937,4.0,4.02077656676,4.0
5939,3.0,4.3115942029,4.5
5939,3.0,4.3115942029,4.5
5940,4.0,3.72427502339,3.5
5941,4.0,4.11492443325,4.0
5943,4.0,4.50833333333,4.5
5944,4.0,4.25389518414,4.5
5946,4.0,2.75160599572,3.0
5956,4.5,4.42830882353,4.5
5966,4.0,3.72427502339,3.5
5970,4.5,4.50833333333,4.5
5970,4.5,4.50833333333,4.5
5980,3.5,4.3115942029,4.5
5981,4.0,4.3115942029,4.5
5988,3.5,3.25148179509,3.5
5990,4.0,4.42830882353,4.5
5992,3.5,4.11492443325,4.0
5994,3.5,4.07113303628,4.0
6009,4.5,4.02077656676,4.0
6009,4.5,4.02077656676,4.0
6016,4.0,4.11492443325,4.0
6020,4.0,3.64806866953,3.5
6020,4.0,3.64806866953,3.5
6023,4.0,4.49681528662,4.5
6029,4.0,4.02077656676,4.0
6043,5.0,4.23107569721,4.0
6048,4.0,4.25389518414,4.5
6065,3.0,4.50833333333,4.5
6075,4.0,4.11492443325,4.0
6076,4.0,4.25389518414,4.5
6080,4.0,3.72427502339,3.5
6083,4.5,3.98581757508,4.0
6086,4.5,4.07113303628,4.0
6086,4.5,4.07113303628,4.0
6086,4.5,4.07113303628,4.0
6103,4.5,4.19736842105,4.0
6116,4.5,4.61350574713,4.5
6122,5.0,4.07113303628,4.0
6137,4.0,3.72427502339,3.5
6139,4.0,3.64806866953,3.5
6144,4.0,4.42830882353,4.5
6147,2.0,4.31882440476,4.5
6149,5.0,4.11492443325,4.0
6150,4.0,4.48761609907,4.5
6151,4.0,4.02077656676,4.0
6165,4.0,4.07113303628,4.0
6168,3.5,4.48761609907,4.5
6171,4.0,4.25389518414,4.5
6171,4.0,4.25389518414,4.5
6181,4.0,3.31609195402,3.5
6181,4.0,3.31609195402,3.5
6204,4.0,4.3115942029,4.5
6217,4.5,4.49681528662,4.5
6226,3.5,4.25389518414,4.5
6226,3.5,4.25389518414,4.5
6235,3.5,4.42830882353,4.5
6235,3.5,4.42830882353,4.5
6257,4.5,4.07113303628,4.0
6259,4.0,4.50833333333,4.5
6266,4.0,4.11492443325,4.0
6269,4.0,4.11492443325,4.0
6273,4.5,4.71428571429,4.5
6280,4.0,4.61350574713,4.5
6282,4.0,4.02077656676,4.0
6284,4.5,4.23107569721,4.0
6286,4.0,2.82460732984,3.0
6286,4.0,2.82460732984,3.0
6294,3.0,4.3115942029,4.5
6299,4.0,4.11492443325,4.0
6303,3.0,4.25389518414,4.5
6304,2.5,4.31882440476,4.5
6307,3.5,4.42830882353,4.5
6316,5.0,4.25389518414,4.5
6319,4.0,4.50833333333,4.5
6326,4.0,4.07113303628,4.0
6331,4.0,4.61350574713,4.5
6336,4.5,4.07113303628,4.0
6336,4.5,4.07113303628,4.0
6341,3.0,4.61350574713,4.5
6342,3.0,4.48761609907,4.5
6342,3.0,4.48761609907,4.5
6369,2.5,4.11492443325,4.0
6370,3.5,4.31882440476,4.5
6374,3.5,3.72427502339,3.5
6382,4.0,4.07113303628,4.0
6383,1.0,4.25389518414,4.5
6394,4.5,4.19736842105,4.0
6405,4.0,4.3115942029,4.5
6407,5.0,4.07113303628,4.0
6419,4.5,4.23107569721,4.0
6426,4.5,4.11492443325,4.0
6429,4.5,3.25148179509,3.5
6429,4.5,3.25148179509,3.5
6432,5.0,4.11492443325,4.0
6440,4.5,3.72427502339,3.5
6443,4.5,4.11492443325,4.0
6453,4.0,4.11492443325,4.0
6461,4.0,4.3115942029,4.5
6463,4.0,4.02077656676,4.0
6463,4.0,4.02077656676,4.0
6465,3.0,4.07113303628,4.0
6484,4.0,4.3115942029,4.5
6501,5.0,3.72427502339,3.5
6503,1.5,2.75160599572,3.0
6506,5.0,4.85080645161,5.0
6515,4.5,3.72427502339,3.5
6518,4.5,3.72427502339,3.5
6520,4.0,4.25389518414,4.5
6532,4.5,4.07113303628,4.0
6536,3.0,3.64806866953,3.5
6539,3.0,2.19110576923,2.0
6539,3.0,2.19110576923,2.0
6563,4.0,3.72427502339,3.5
6567,4.0,4.19736842105,4.0
6570,4.5,3.69511149228,3.5
6574,3.5,4.07113303628,4.0
6575,3.5,4.31882440476,4.5
6578,4.0,4.02077656676,4.0
6605,4.0,3.98581757508,4.0
6616,4.0,3.98581757508,4.0
6624,3.0,4.07113303628,4.0
6650,4.0,4.25389518414,4.5
6651,1.5,4.07113303628,4.0
6668,5.0,3.31609195402,3.5
6673,5.0,4.61350574713,4.5
6675,5.0,4.42830882353,4.5
6676,5.0,4.71428571429,4.5
6680,4.0,3.72427502339,3.5
6680,4.0,3.72427502339,3.5
6684,5.0,4.3115942029,4.5
6687,4.5,4.85080645161,5.0
6689,5.0,4.61350574713,4.5
6697,5.0,3.72427502339,3.5
6708,5.0,3.72427502339,3.5
6709,3.5,4.02077656676,4.0
6709,3.5,4.02077656676,4.0
6710,4.5,4.02077656676,4.0
6712,4.5,2.82460732984,3.0
6716,4.5,4.11492443325,4.0
6718,5.0,4.11492443325,4.0
6719,4.5,4.07113303628,4.0
6723,4.5,2.19110576923,2.0
6739,4.0,4.50833333333,4.5
6739,4.0,4.50833333333,4.5
6743,4.0,4.11492443325,4.0
6746,4.5,3.98581757508,4.0
6753,4.0,4.3115942029,4.5
6758,4.0,3.98581757508,4.0
6767,4.0,4.25389518414,4.5
6771,2.5,3.72427502339,3.5
6777,4.5,1.7625,2.0
6780,5.0,4.31882440476,4.5
6784,4.0,4.11492443325,4.0
6790,5.0,4.42830882353,4.5
6796,4.5,4.42830882353,4.5
6803,5.0,4.25389518414,4.5
6809,4.0,4.50833333333,4.5
6814,3.5,4.25389518414,4.5
6830,4.5,4.31882440476,4.5
6831,4.5,4.02077656676,4.0
6841,5.0,3.98581757508,4.0
6854,4.0,3.69511149228,3.5
6856,4.0,3.98581757508,4.0
6863,4.5,2.19110576923,2.0
6865,5.0,2.82460732984,3.0
6870,5.0,4.07113303628,4.0
6875,4.5,4.07113303628,4.0
6875,4.5,4.07113303628,4.0
6878,5.0,4.02077656676,4.0
6883,4.5,4.07113303628,4.0
6892,4.5,4.25389518414,4.5
6897,4.5,4.07113303628,4.0
6905,4.0,4.11492443325,4.0
6909,4.0,4.02077656676,4.0
6911,4.5,3.72427502339,3.5
6919,4.0,3.69511149228,3.5
6920,3.5,3.98581757508,4.0
6933,3.5,4.11492443325,4.0
6943,4.0,4.02077656676,4.0
6947,4.0,3.25148179509,3.5
6952,4.5,3.44642857143,3.5
6952,4.5,3.44642857143,3.5
6972,4.0,4.31882440476,4.5
6981,4.0,1.7625,2.0
6982,4.0,2.68604651163,2.5
6985,5.0,4.50833333333,4.5
6986,3.5,4.36813186813,4.5
6987,4.0,4.31882440476,4.5
6988,3.5,4.61350574713,4.5
6993,4.0,4.11492443325,4.0
6999,4.0,2.75160599572,3.0
7019,3.5,4.42830882353,4.5
7037,5.0,4.36813186813,4.5
7045,4.5,4.07113303628,4.0
7062,4.0,4.19736842105,4.0
7065,4.0,1.7625,2.0
7073,3.5,4.23107569721,4.0
7081,3.5,3.98581757508,4.0
7133,3.0,4.31882440476,4.5
7134,4.5,4.02077656676,4.0
7143,4.5,3.72427502339,3.5
7147,3.5,3.72427502339,3.5
7148,3.5,3.1449704142,3.0
7158,4.0,4.11492443325,4.0
7162,4.0,4.07113303628,4.0
7179,3.0,3.86979166667,4.0
7186,4.5,4.07113303628,4.0
7190,4.0,3.25148179509,3.5
7191,4.0,3.64806866953,3.5
7192,4.5,3.72427502339,3.5
7195,4.0,3.53464673913,3.5
7197,4.0,4.07113303628,4.0
7209,4.0,4.07113303628,4.0
7209,4.0,4.07113303628,4.0
7211,4.0,3.86979166667,4.0
7222,4.0,4.25389518414,4.5
7237,4.5,3.72427502339,3.5
7247,4.0,4.23107569721,4.0
7248,4.5,2.19110576923,2.0
7253,4.0,4.02077656676,4.0
7256,4.0,4.25389518414,4.5
7260,5.0,3.31609195402,3.5
7281,4.0,3.72427502339,3.5
7282,3.5,4.07113303628,4.0
7287,4.0,3.72427502339,3.5
7287,4.0,3.72427502339,3.5
7288,4.5,3.72427502339,3.5
7290,4.0,3.64806866953,3.5
7298,4.5,4.07113303628,4.0
7301,4.5,3.16890881913,3.0
7327,4.5,3.98581757508,4.0
7351,4.0,3.72427502339,3.5
7356,5.0,4.07113303628,4.0
7364,4.5,2.19110576923,2.0
7370,4.0,4.07113303628,4.0
7372,4.5,4.07113303628,4.0
7373,4.0,4.07113303628,4.0
7375,4.5,3.72427502339,3.5
7385,5.0,4.48761609907,4.5
7387,3.5,3.86979166667,4.0
7389,4.5,3.72427502339,3.5
7401,3.5,4.23107569721,4.0
7401,3.5,4.23107569721,4.0
7405,3.5,3.69511149228,3.5
7413,4.0,4.07113303628,4.0
7430,3.0,4.42830882353,4.5
7444,4.5,4.07113303628,4.0
7449,4.5,4.07113303628,4.0
7450,4.0,3.98581757508,4.0
7452,4.0,2.82460732984,3.0
7458,4.5,4.42830882353,4.5
7462,4.5,4.31882440476,4.5
7466,4.0,3.72427502339,3.5
7469,4.0,3.98581757508,4.0
7471,4.0,3.72427502339,3.5
7475,4.5,4.07113303628,4.0
7480,4.0,4.07113303628,4.0
7496,4.0,4.02077656676,4.0
7501,4.0,4.11492443325,4.0
7508,4.0,4.42830882353,4.5
7509,4.0,4.42830882353,4.5
7521,4.5,4.42830882353,4.5
7534,4.0,3.69511149228,3.5
7538,4.0,3.72427502339,3.5
7541,4.0,4.11492443325,4.0
7547,4.0,4.42830882353,4.5
7554,5.0,3.86979166667,4.0
7560,4.5,3.72427502339,3.5
7571,4.0,4.07113303628,4.0
7572,4.5,3.72427502339,3.5
7579,4.0,4.31882440476,4.5
7579,4.0,4.31882440476,4.5
7579,4.0,4.31882440476,4.5
7582,2.5,3.25148179509,3.5
7584,2.5,4.25389518414,4.5
7605,3.0,4.31882440476,4.5
7609,4.5,4.31882440476,4.5
7609,4.5,4.31882440476,4.5
7642,3.0,4.11492443325,4.0
7642,3.0,4.11492443325,4.0
7645,3.5,4.48761609907,4.5
7648,3.0,4.71428571429,4.5
7660,2.0,4.48761609907,4.5
7678,4.0,4.07113303628,4.0
7687,4.0,4.25389518414,4.5
7707,4.5,4.71428571429,4.5
7712,4.0,4.61350574713,4.5
7715,4.0,4.49681528662,4.5
7718,4.0,4.50833333333,4.5
7725,4.0,4.36813186813,4.5
7726,4.0,4.42830882353,4.5
7726,4.0,4.42830882353,4.5
7734,4.5,4.3115942029,4.5
7739,4.0,4.61350574713,4.5
7744,4.0,4.50833333333,4.5
7765,4.0,3.25148179509,3.5
7766,2.5,4.48761609907,4.5
7770,3.5,4.25389518414,4.5
7793,4.0,4.42830882353,4.5
7796,4.0,3.25148179509,3.5
7805,3.5,4.48761609907,4.5
7805,3.5,4.48761609907,4.5
7816,4.0,4.25389518414,4.5
7817,4.0,4.3115942029,4.5
7822,3.5,4.11492443325,4.0
7828,4.0,4.85080645161,5.0
7831,3.5,4.71428571429,4.5
7832,3.5,4.71428571429,4.5
7836,4.0,4.42830882353,4.5
7839,4.0,4.48761609907,4.5
7843,5.0,4.42830882353,4.5
7847,4.5,4.85080645161,5.0
7856,4.5,4.3115942029,4.5
7858,4.0,4.49681528662,4.5
7863,3.5,4.85080645161,5.0
7864,3.5,4.61350574713,4.5
7865,4.5,4.3115942029,4.5
7871,4.0,4.85080645161,5.0
7881,2.5,3.86979166667,4.0
7890,3.5,4.50833333333,4.5
7915,4.5,4.25389518414,4.5
7919,3.0,4.07113303628,4.0
7923,3.0,3.76923076923,4.0
7928,4.5,3.98581757508,4.0
7942,4.0,4.25389518414,4.5
7978,3.5,4.3115942029,4.5
7985,3.5,4.42830882353,4.5
7997,3.0,4.07113303628,4.0
8001,4.5,4.02077656676,4.0
8001,4.5,4.02077656676,4.0
8003,4.0,3.98581757508,4.0
8022,4.0,4.02077656676,4.0
8029,4.5,4.07113303628,4.0
8047,4.0,3.69511149228,3.5
8049,3.5,4.07113303628,4.0
8049,3.5,4.07113303628,4.0
8051,3.5,3.98581757508,4.0
8064,4.0,4.25389518414,4.5
8071,4.0,3.98581757508,4.0
8079,4.0,4.42830882353,4.5
8082,4.0,4.25389518414,4.5
8093,4.0,4.11492443325,4.0
8093,4.0,4.11492443325,4.0
8094,4.5,4.07113303628,4.0
8100,3.0,4.3115942029,4.5
8108,4.0,4.02077656676,4.0
8113,3.5,4.11492443325,4.0
8118,4.0,4.07113303628,4.0
8124,4.0,3.5,3.5
8127,4.0,4.25389518414,4.5
8139,4.5,4.02077656676,4.0
8142,4.0,3.25148179509,3.5
8150,4.0,4.02077656676,4.0
8152,4.0,4.31882440476,4.5
8161,3.5,4.07113303628,4.0
8164,3.5,4.07113303628,4.0
8179,4.5,3.72427502339,3.5
8180,4.0,2.75160599572,3.0
8182,4.0,3.98581757508,4.0
8187,4.0,3.69511149228,3.5
8217,2.0,3.86979166667,4.0
8225,4.0,4.3115942029,4.5
8229,3.0,4.48761609907,4.5
8231,4.0,4.31882440476,4.5
8231,4.0,4.31882440476,4.5
8242,4.5,4.19736842105,4.0
8244,4.0,3.64806866953,3.5
8250,3.5,3.69511149228,3.5
8250,3.5,3.69511149228,3.5
8253,3.5,3.28260869565,3.5
8254,4.0,3.98581757508,4.0
8256,4.0,3.72427502339,3.5
8257,4.0,3.53464673913,3.5
8258,4.5,3.98581757508,4.0
8263,4.5,3.31609195402,3.5
8289,3.0,2.75160599572,3.0
8297,3.5,4.11492443325,4.0
8298,3.0,3.98581757508,4.0
8304,3.5,3.1449704142,3.0
8310,2.5,3.25148179509,3.5
8310,2.5,3.25148179509,3.5
8322,4.0,3.98581757508,4.0
8326,3.0,4.07113303628,4.0
8327,4.5,2.75160599572,3.0
8328,3.0,3.64806866953,3.5
8328,3.0,3.64806866953,3.5
8329,3.5,3.72427502339,3.5
8335,4.5,3.98581757508,4.0
8351,3.5,4.02077656676,4.0
8359,3.5,3.53464673913,3.5
8359,3.5,3.53464673913,3.5
8368,3.5,3.64806866953,3.5
8372,4.0,3.86979166667,4.0
8372,4.0,3.86979166667,4.0
8372,4.0,3.86979166667,4.0
8374,2.5,3.1449704142,3.0
8375,4.0,3.69511149228,3.5
8381,4.5,3.98581757508,4.0
8398,4.0,3.25148179509,3.5
8404,4.0,3.86979166667,4.0
8405,3.0,4.50833333333,4.5
8406,3.5,3.72427502339,3.5
8414,3.5,3.64806866953,3.5
8414,3.5,3.64806866953,3.5
8423,2.5,4.3115942029,4.5
8425,4.5,3.86979166667,4.0
8426,2.5,3.53464673913,3.5
8427,3.5,4.61350574713,4.5
8439,3.5,3.98581757508,4.0
8446,4.0,3.98581757508,4.0
8450,4.5,3.72427502339,3.5
8451,4.0,3.16890881913,3.0
8453,4.5,3.53464673913,3.5
8455,4.5,4.61350574713,4.5
8460,4.5,3.69511149228,3.5
8465,3.5,4.02077656676,4.0
8469,4.5,4.11492443325,4.0
8476,4.0,4.19736842105,4.0
8477,4.0,3.69511149228,3.5
8477,4.0,3.69511149228,3.5
8480,5.0,3.64806866953,3.5
8483,4.5,3.25148179509,3.5
8486,4.0,3.31609195402,3.5
8489,4.5,3.64806866953,3.5
8502,4.0,3.72427502339,3.5
8505,4.0,3.72427502339,3.5
8506,4.5,3.25148179509,3.5
8511,4.5,3.69511149228,3.5
8533,3.5,2.19110576923,2.0
8539,4.0,3.64806866953,3.5
8552,4.0,4.11492443325,4.0
8553,4.0,3.72427502339,3.5
8558,2.0,3.98581757508,4.0
8561,4.0,3.64806866953,3.5
8572,4.0,4.07113303628,4.0
8573,4.0,3.69511149228,3.5
8577,4.0,3.53464673913,3.5
8579,4.0,3.53464673913,3.5
8597,4.0,3.72427502339,3.5
8601,4.0,4.11492443325,4.0
8628,3.5,4.07113303628,4.0
8632,5.0,3.98581757508,4.0
8633,3.5,3.98581757508,4.0
8638,3.5,3.86979166667,4.0
8644,4.5,3.98581757508,4.0
8647,4.0,2.19110576923,2.0
8652,3.0,4.25389518414,4.5
8660,4.0,4.07113303628,4.0
8662,4.5,3.72427502339,3.5
8668,4.0,2.19110576923,2.0
8673,4.5,4.11492443325,4.0
8682,3.5,3.69511149228,3.5
8686,4.5,4.3115942029,4.5
8689,3.5,3.72427502339,3.5
8689,3.5,3.72427502339,3.5
8706,4.0,2.75160599572,3.0
8706,4.0,2.75160599572,3.0
8706,4.0,2.75160599572,3.0
8708,4.0,3.72427502339,3.5
8709,4.5,3.72427502339,3.5
8710,4.5,3.98581757508,4.0
8713,4.0,3.72427502339,3.5
8717,4.0,3.1449704142,3.0
8718,3.5,4.25389518414,4.5
8719,3.5,3.98581757508,4.0
8727,4.5,3.98581757508,4.0
8733,4.5,4.02077656676,4.0
8735,4.5,4.07113303628,4.0
8736,4.0,3.69511149228,3.5
8753,4.0,3.98581757508,4.0
8758,4.5,3.64806866953,3.5
8770,4.0,3.98581757508,4.0
8772,4.5,4.02077656676,4.0
8790,3.5,3.98581757508,4.0
8794,4.5,3.53464673913,3.5
8794,4.5,3.53464673913,3.5
8805,4.5,4.07113303628,4.0
8817,4.5,3.64806866953,3.5
8818,4.5,2.75160599572,3.0
8819,2.5,3.64806866953,3.5
8835,4.0,3.69511149228,3.5
8842,4.0,3.31609195402,3.5
8852,3.5,3.25148179509,3.5
8855,4.5,3.86979166667,4.0
8873,3.5,3.25148179509,3.5
8873,3.5,3.25148179509,3.5
8874,4.0,4.02077656676,4.0
8874,4.0,4.02077656676,4.0
8875,5.0,3.98581757508,4.0
8880,4.5,4.31882440476,4.5
8885,4.0,4.11492443325,4.0
8899,3.5,4.49681528662,4.5
8902,4.5,4.07113303628,4.0
8928,4.5,4.3115942029,4.5
8930,4.5,4.02077656676,4.0
8931,4.5,4.11492443325,4.0
8934,5.0,3.72427502339,3.5
8940,4.5,3.86979166667,4.0
8944,4.5,3.16890881913,3.0
8950,4.0,4.07113303628,4.0
8959,4.0,3.5,3.5
8960,4.0,3.64806866953,3.5
8963,5.0,4.02077656676,4.0
8974,4.0,3.72427502339,3.5
8976,4.0,4.02077656676,4.0
8978,5.0,3.98581757508,4.0
8979,4.0,4.25389518414,4.5
8984,5.0,4.02077656676,4.0
8987,4.5,4.07113303628,4.0
9000,4.0,3.64806866953,3.5
9005,4.5,3.98581757508,4.0
9017,4.0,3.25148179509,3.5
9019,4.5,3.72427502339,3.5
9027,4.0,4.07113303628,4.0
9033,5.0,4.07113303628,4.0
9035,4.0,4.07113303628,4.0
9042,4.0,4.23107569721,4.0
9044,3.5,3.25148179509,3.5
9048,3.5,4.07113303628,4.0
9050,4.0,4.07113303628,4.0
9058,4.0,4.11492443325,4.0
9066,3.0,4.11492443325,4.0
9087,4.5,4.07113303628,4.0
9088,3.5,4.02077656676,4.0
9089,4.0,3.98581757508,4.0
9122,4.5,4.50833333333,4.5
9124,4.0,3.16890881913,3.0
9127,4.0,4.25389518414,4.5
9129,4.0,3.25148179509,3.5
9135,3.5,3.69511149228,3.5
9136,4.5,3.69511149228,3.5
9136,4.5,3.69511149228,3.5
9143,4.5,3.86979166667,4.0
9144,4.5,3.69511149228,3.5
9148,3.5,3.86979166667,4.0
9154,3.5,4.25389518414,4.5
9155,5.0,2.75160599572,3.0
9184,4.0,3.72427502339,3.5
9204,4.0,4.42830882353,4.5
9210,4.0,4.3115942029,4.5
9212,4.0,4.25389518414,4.5
9228,4.0,3.69511149228,3.5
9229,4.0,3.98581757508,4.0
9259,4.0,3.64806866953,3.5
9259,4.0,3.64806866953,3.5
9268,4.0,3.31609195402,3.5
9281,4.5,3.86979166667,4.0
9284,3.5,3.16890881913,3.0
9291,4.5,4.11492443325,4.0
9292,3.5,3.64806866953,3.5
9292,3.5,3.64806866953,3.5
9304,4.5,4.02077656676,4.0
9313,4.5,2.75160599572,3.0
9323,4.5,3.53464673913,3.5
9328,2.5,3.98581757508,4.0
9329,3.5,4.25389518414,4.5
9332,3.0,4.02077656676,4.0
9340,4.5,4.07113303628,4.0
9344,3.5,3.86979166667,4.0
9351,4.5,3.53464673913,3.5
9352,3.5,4.07113303628,4.0
9355,4.0,3.86979166667,4.0
9383,4.0,3.64806866953,3.5
9396,4.5,3.16890881913,3.0
9402,4.0,3.53464673913,3.5
9406,3.5,3.53464673913,3.5
9409,3.5,3.53464673913,3.5
9422,4.5,3.86979166667,4.0
9430,4.0,3.98581757508,4.0
9433,2.5,4.07113303628,4.0
9443,2.0,4.19736842105,4.0
9445,4.5,3.69511149228,3.5
9445,4.5,3.69511149228,3.5
9447,4.0,3.1449704142,3.0
9447,4.0,3.1449704142,3.0
9449,4.0,4.07113303628,4.0
9449,4.0,4.07113303628,4.0
9460,4.0,3.53464673913,3.5
9471,4.0,2.82460732984,3.0
9478,4.0,3.25148179509,3.5
9483,5.0,3.5,3.5
9484,3.0,3.5,3.5
9488,4.5,3.25148179509,3.5
9492,3.5,3.16890881913,3.0
9493,4.0,3.72427502339,3.5
9498,4.0,4.07113303628,4.0
9504,4.0,3.16890881913,3.0
9506,4.0,3.53464673913,3.5
9513,3.0,3.16890881913,3.0
9519,4.5,4.19736842105,4.0
9530,4.0,2.19110576923,2.0
9534,4.0,4.02077656676,4.0
9535,4.0,3.25148179509,3.5
9547,4.5,1.7625,2.0
9552,4.0,3.98581757508,4.0
9559,4.0,3.5,3.5
9573,4.0,2.19110576923,2.0
9574,4.0,3.69511149228,3.5
9575,4.0,4.31882440476,4.5
9577,3.5,3.69511149228,3.5
9578,4.0,3.86979166667,4.0
9580,3.0,2.75160599572,3.0
9581,5.0,4.42830882353,4.5
9584,4.5,4.11492443325,4.0
9587,4.0,4.02077656676,4.0
9589,4.0,3.53464673913,3.5
9596,4.5,3.69511149228,3.5
9600,4.5,3.53464673913,3.5
9601,4.0,3.98581757508,4.0
9601,4.0,3.98581757508,4.0
9617,4.0,3.69511149228,3.5
9622,4.5,4.31882440476,4.5
9638,4.0,3.72427502339,3.5
9642,4.0,3.72427502339,3.5
9651,4.0,3.25148179509,3.5
9656,4.5,3.72427502339,3.5
9659,4.0,2.19110576923,2.0
9667,3.0,3.98581757508,4.0
9670,4.5,3.53464673913,3.5
9670,4.5,3.53464673913,3.5
9671,3.5,3.31609195402,3.5
9686,4.5,3.98581757508,4.0
9695,3.0,2.19110576923,2.0
9697,4.0,3.16890881913,3.0
9712,4.0,3.69511149228,3.5
9715,4.5,4.11492443325,4.0
9729,4.0,2.75160599572,3.0
9729,4.0,2.75160599572,3.0
9729,4.0,2.75160599572,3.0
9731,4.0,3.53464673913,3.5
9732,4.0,2.68604651163,2.5
9754,4.0,4.07113303628,4.0
9761,4.0,3.25148179509,3.5
9766,4.0,4.07113303628,4.0
